,Gender,Balance,NumOfProducts,IsActiveMember,Geography_France,Geography_Germany,Geography_Spain,Age_bin,Exited
1133,0,131317.48,1,1.0,1,0,0,4,0
1134,1,141441.75,1,1.0,0,1,0,3,0
1135,1,0.0,2,0.0,0,0,1,3,0
1136,0,160982.89,1,1.0,0,1,0,3,0
1137,0,0.0,2,0.0,1,0,0,0,0
1138,0,0.0,2,0.0,0,0,1,0,0
1139,1,0.0,2,0.0,1,0,0,0,0
1140,0,119688.81,1,0.0,1,0,0,1,0
1141,1,0.0,2,0.0,1,0,0,1,0
1142,1,0.0,2,0.0,1,0,0,2,0
1143,0,127413.45,1,0.0,0,1,0,2,0
1144,1,141749.68,2,1.0,0,1,0,0,0
1145,0,132598.38,1,1.0,1,0,0,1,0
1146,0,0.0,2,0.0,1,0,0,3,0
1147,1,123939.17,1,1.0,0,1,0,2,0
1148,0,0.0,2,0.0,1,0,0,0,0
1149,0,0.0,2,0.0,0,0,1,3,0
1150,0,95161.75,1,1.0,1,0,0,0,0
1151,0,0.0,2,0.0,1,0,0,1,0
1152,1,0.0,1,0.0,0,0,1,0,0
1153,0,0.0,2,1.0,1,0,0,2,0
1154,1,141788.63,2,0.0,0,1,0,1,0
1155,1,80927.56,1,1.0,0,1,0,4,0
1156,0,0.0,2,0.0,1,0,0,2,0
1157,0,0.0,1,0.0,1,0,0,0,0
1158,1,147956.99,1,1.0,0,1,0,3,0
1159,1,0.0,1,0.0,1,0,0,1,0
1160,0,0.0,2,0.0,1,0,0,2,0
1161,0,141604.76,1,1.0,1,0,0,0,0
1162,1,104254.27,1,1.0,0,0,1,4,0
1163,0,0.0,2,0.0,0,0,1,1,0
1164,0,143061.88,1,0.0,0,1,0,1,0
1165,0,148200.58,1,1.0,1,0,0,2,0
1166,0,0.0,2,1.0,1,0,0,2,0
1167,0,0.0,2,0.0,1,0,0,0,0
1168,0,131078.22,1,0.0,1,0,0,0,0
1169,0,143330.56,1,1.0,0,0,1,3,0
1170,1,118537.47,1,0.0,1,0,0,3,0
1171,1,127873.3,1,0.0,1,0,0,0,0
1172,0,107805.5,1,1.0,1,0,0,2,0
1173,0,133394.0,1,0.0,0,1,0,2,0
1174,0,0.0,2,0.0,1,0,0,0,0
1175,0,0.0,2,1.0,1,0,0,4,0
1176,1,0.0,2,0.0,0,0,1,2,0
1177,1,0.0,1,0.0,0,0,1,2,0
1178,0,0.0,2,0.0,1,0,0,2,0
1179,0,0.0,2,1.0,1,0,0,4,0
1180,0,0.0,2,0.0,1,0,0,3,0
1181,0,122291.1,2,0.0,0,1,0,0,0
1182,0,0.0,2,1.0,1,0,0,2,0
1183,0,0.0,2,1.0,0,0,1,2,0
1184,1,0.0,2,1.0,1,0,0,0,0
1185,0,0.0,2,1.0,1,0,0,2,0
1186,0,144869.71,2,1.0,0,1,0,2,0
1187,0,0.0,1,0.0,1,0,0,1,0
1188,0,122451.46,2,1.0,0,1,0,2,0
1189,1,0.0,2,1.0,1,0,0,2,0
1190,1,0.0,2,0.0,1,0,0,0,0
1191,1,0.0,2,0.0,1,0,0,0,0
1192,0,0.0,2,1.0,0,0,1,2,0
1193,1,0.0,2,0.0,0,0,1,2,0
1194,0,0.0,2,1.0,1,0,0,3,0
1195,0,0.0,2,0.0,1,0,0,3,0
1196,1,93616.35,2,0.0,0,0,1,4,0
1197,1,137832.26,2,1.0,0,1,0,1,0
1198,0,144801.97,1,0.0,1,0,0,0,0
1199,0,98626.13,1,1.0,0,0,1,0,0
1200,0,0.0,2,1.0,0,0,1,2,0
1201,0,121547.13,1,0.0,0,1,0,3,0
1202,0,103516.87,2,0.0,1,0,0,1,0
1203,0,0.0,2,1.0,1,0,0,0,0
1204,0,129728.6,1,0.0,1,0,0,3,0
1205,0,0.0,1,0.0,1,0,0,1,0
1206,1,0.0,2,1.0,1,0,0,3,0
1207,1,110738.89,2,0.0,0,1,0,0,0
1208,1,135428.41,1,1.0,1,0,0,0,0
1209,0,82613.56,2,0.0,0,0,1,0,0
1210,1,0.0,2,1.0,1,0,0,0,0
1211,1,120867.18,1,0.0,1,0,0,2,0
1212,1,124537.15,2,0.0,0,1,0,3,0
1213,0,0.0,2,1.0,1,0,0,2,0
1214,0,0.0,2,0.0,1,0,0,3,0
1215,0,0.0,1,1.0,1,0,0,0,0
1216,1,146498.76,1,0.0,0,1,0,0,0
1217,0,94753.55,2,1.0,0,1,0,1,0
1218,0,161801.47,1,1.0,0,0,1,0,0
1219,1,118356.89,1,0.0,1,0,0,1,0
1220,1,0.0,2,1.0,1,0,0,1,0
1221,0,0.0,2,0.0,1,0,0,2,0
1222,1,109941.51,1,0.0,1,0,0,3,0
1223,1,0.0,1,1.0,0,0,1,1,0
1224,0,132623.6,1,1.0,1,0,0,0,0
1225,0,129499.42,1,1.0,1,0,0,1,0
1226,1,0.0,1,0.0,1,0,0,0,0
1227,0,0.0,1,1.0,0,0,1,4,0
1228,0,0.0,2,1.0,1,0,0,0,0
1229,0,139659.04,1,0.0,0,1,0,1,0
1230,0,123599.49,1,0.0,0,1,0,2,0
1231,1,124776.82,1,0.0,0,1,0,1,0
1232,0,108508.76,1,1.0,0,1,0,2,0
1233,0,133383.66,1,0.0,1,0,0,0,0
1234,1,96662.59,1,1.0,0,0,1,0,0
1235,0,0.0,2,0.0,1,0,0,2,0
1236,0,0.0,2,0.0,1,0,0,1,0
1237,1,0.0,2,1.0,1,0,0,4,0
1238,1,0.0,2,0.0,1,0,0,2,0
1239,0,88798.34,2,1.0,1,0,0,1,0
1240,0,0.0,2,1.0,1,0,0,0,0
1241,0,0.0,2,0.0,1,0,0,2,0
1242,0,0.0,2,1.0,1,0,0,3,0
1243,0,154870.28,1,0.0,1,0,0,2,0
1244,1,181668.36,1,1.0,1,0,0,0,0
1245,0,103769.22,1,1.0,0,1,0,4,0
1246,1,0.0,2,0.0,1,0,0,2,0
1247,0,98926.4,2,1.0,1,0,0,0,0
1248,0,0.0,2,1.0,0,0,1,2,0
1249,1,62827.83,1,1.0,1,0,0,0,0
1250,0,0.0,2,1.0,0,0,1,1,0
1251,0,0.0,2,0.0,0,0,1,2,0
1252,0,0.0,2,0.0,1,0,0,1,0
1253,0,133844.52,1,0.0,0,0,1,2,0
1254,0,0.0,2,0.0,1,0,0,2,0
1255,1,141749.96,1,1.0,0,1,0,0,0
1256,0,0.0,2,0.0,1,0,0,0,0
1257,1,0.0,2,1.0,0,0,1,1,0
1258,1,152576.25,1,1.0,1,0,0,3,0
1259,0,0.0,2,1.0,1,0,0,0,0
1260,0,96858.35,1,1.0,1,0,0,2,0
1261,0,82697.28,1,0.0,1,0,0,0,0
1262,1,0.0,1,0.0,1,0,0,1,0
1263,1,0.0,2,0.0,1,0,0,2,0
1264,0,0.0,2,1.0,1,0,0,1,0
1265,0,0.0,1,1.0,1,0,0,0,0
1266,1,101707.8,1,1.0,0,0,1,4,0
1267,1,0.0,2,0.0,1,0,0,3,0
1268,0,0.0,2,1.0,0,0,1,2,0
1269,1,0.0,2,1.0,1,0,0,3,0
1270,1,0.0,1,1.0,1,0,0,2,0
1271,1,0.0,2,0.0,1,0,0,3,0
1272,1,0.0,1,0.0,0,0,1,0,0
1273,1,109848.6,1,1.0,1,0,0,0,0
1274,0,0.0,2,1.0,1,0,0,0,0
1275,0,117212.18,2,1.0,0,1,0,3,0
1276,1,148851.19,1,1.0,0,0,1,3,0
1277,0,0.0,1,1.0,0,0,1,1,0
1278,1,176273.95,2,1.0,0,0,1,1,0
1279,1,131691.33,1,0.0,1,0,0,0,0
1280,0,0.0,2,1.0,1,0,0,1,0
1281,0,88827.41,2,0.0,0,1,0,2,0
1282,0,172381.66,1,1.0,1,0,0,1,0
1283,1,0.0,2,1.0,1,0,0,1,0
1284,1,122314.61,1,0.0,0,1,0,4,0
1285,0,155973.88,1,1.0,1,0,0,4,0
1286,1,0.0,2,0.0,0,0,1,0,0
1287,1,110819.57,1,1.0,1,0,0,4,0
1288,1,0.0,2,0.0,1,0,0,1,0
1289,0,0.0,2,0.0,0,0,1,3,0
1290,1,0.0,1,0.0,1,0,0,2,0
1291,1,142719.15,2,1.0,0,1,0,0,0
1292,1,0.0,2,1.0,1,0,0,3,0
1293,0,0.0,2,0.0,1,0,0,0,0
1294,1,0.0,2,1.0,1,0,0,0,0
1295,1,0.0,1,1.0,1,0,0,1,0
1296,1,119782.77,1,0.0,1,0,0,1,0
1297,1,0.0,2,0.0,1,0,0,1,0
1298,0,39344.83,1,1.0,1,0,0,2,0
1299,0,0.0,2,0.0,1,0,0,2,0
1300,1,0.0,2,1.0,1,0,0,3,0
1301,0,0.0,2,0.0,1,0,0,2,0
1302,0,0.0,1,1.0,1,0,0,4,0
1303,1,133467.78,1,0.0,1,0,0,3,0
1304,0,0.0,2,0.0,0,0,1,1,0
1305,1,0.0,2,1.0,1,0,0,0,0
1306,1,0.0,2,1.0,1,0,0,0,0
1307,1,0.0,2,0.0,1,0,0,2,0
1308,0,0.0,2,0.0,1,0,0,1,0
1309,0,0.0,2,1.0,0,0,1,1,0
1310,1,0.0,2,1.0,1,0,0,3,0
1311,1,0.0,2,0.0,1,0,0,0,0
1312,1,101140.67,1,1.0,0,0,1,1,0
1313,0,132954.64,1,1.0,1,0,0,1,0
1314,0,0.0,2,1.0,1,0,0,4,0
1315,0,125566.9,1,1.0,1,0,0,2,0
1316,1,0.0,1,1.0,0,0,1,4,0
1317,1,108901.0,1,1.0,0,0,1,1,0
1318,0,0.0,2,1.0,1,0,0,3,0
1319,0,0.0,1,0.0,1,0,0,1,0
1320,0,0.0,3,0.0,1,0,0,2,0
1321,1,68213.99,1,1.0,1,0,0,3,0
1322,0,0.0,2,1.0,1,0,0,2,0
1323,1,123871.32,1,1.0,0,1,0,0,0
1324,0,0.0,2,1.0,1,0,0,2,0
1325,1,91091.05,1,1.0,0,1,0,4,0
1326,0,0.0,2,0.0,0,0,1,2,0
1327,0,133889.19,1,1.0,1,0,0,3,0
1328,1,0.0,2,1.0,1,0,0,0,0
1329,1,113150.44,2,0.0,1,0,0,0,0
1330,1,134204.67,1,1.0,1,0,0,3,0
1331,1,0.0,2,1.0,1,0,0,4,0
1332,0,142662.68,1,1.0,1,0,0,0,0
1333,0,0.0,2,0.0,0,0,1,2,0
1334,0,71996.29,1,1.0,0,1,0,0,0
1335,0,171787.84,2,0.0,1,0,0,2,0
1336,1,0.0,2,0.0,1,0,0,4,0
1337,0,0.0,2,0.0,1,0,0,1,0
1338,1,135903.33,1,1.0,1,0,0,4,0
1339,0,109052.04,1,1.0,0,1,0,1,0
1340,0,0.0,2,0.0,1,0,0,1,0
1341,0,0.0,2,1.0,1,0,0,0,0
1342,0,131778.66,1,0.0,1,0,0,3,0
1343,0,0.0,1,0.0,0,0,1,1,0
1344,0,0.0,1,1.0,1,0,0,2,0
1345,1,0.0,1,1.0,1,0,0,2,0
1346,1,105128.85,1,1.0,0,0,1,1,0
1347,0,162448.69,1,1.0,1,0,0,1,0
1348,0,0.0,2,0.0,1,0,0,2,0
1349,1,82293.82,2,0.0,0,1,0,0,0
1350,0,0.0,1,1.0,1,0,0,4,0
1351,1,111263.49,1,0.0,1,0,0,1,0
1352,1,0.0,2,1.0,1,0,0,3,0
1353,0,0.0,2,1.0,1,0,0,2,0
1354,1,0.0,2,1.0,1,0,0,0,0
1355,0,0.0,2,0.0,1,0,0,3,0
1356,1,146445.29,1,0.0,1,0,0,0,0
1357,0,145219.3,1,0.0,0,1,0,2,0
1358,0,135927.04,1,0.0,1,0,0,1,0
1359,0,0.0,2,1.0,0,0,1,1,0
1360,1,122446.61,1,0.0,0,0,1,3,0
1361,0,0.0,1,0.0,0,0,1,0,0
1362,1,0.0,1,1.0,1,0,0,0,0
1363,0,174902.52,1,0.0,1,0,0,1,0
1364,0,106328.08,1,1.0,0,0,1,0,0
1365,0,0.0,2,1.0,1,0,0,1,0
1366,0,0.0,2,1.0,0,0,1,0,0
1367,0,0.0,2,0.0,1,0,0,1,0
1368,0,0.0,2,0.0,0,0,1,2,0
1369,0,137452.09,2,1.0,0,1,0,2,0
1370,1,109949.39,2,1.0,0,0,1,0,0
1371,0,116059.4,2,0.0,0,1,0,2,0
1372,1,0.0,2,1.0,0,0,1,0,0
1373,0,0.0,2,1.0,1,0,0,4,0
1374,1,0.0,1,0.0,0,0,1,2,0
1375,0,0.0,2,1.0,1,0,0,1,0
1376,0,113709.33,2,1.0,1,0,0,4,0
1377,0,0.0,1,1.0,1,0,0,2,0
1378,1,127543.11,1,1.0,0,1,0,3,0
1379,1,0.0,1,1.0,1,0,0,3,0
1380,1,131344.52,2,1.0,0,1,0,0,0
1381,0,0.0,2,1.0,0,0,1,0,0
1382,0,0.0,2,0.0,1,0,0,0,0
1383,1,0.0,2,1.0,1,0,0,3,0
1384,0,0.0,2,0.0,1,0,0,2,0
1385,0,0.0,2,1.0,1,0,0,2,0
1386,1,0.0,2,0.0,1,0,0,2,0
1387,0,0.0,2,1.0,1,0,0,0,0
1388,1,0.0,2,1.0,1,0,0,1,0
1389,1,121210.89,1,0.0,1,0,0,0,0
1390,1,0.0,2,0.0,1,0,0,1,0
1391,1,151836.36,1,0.0,0,1,0,2,0
1392,0,118812.5,1,1.0,1,0,0,2,0
1393,1,0.0,2,1.0,0,0,1,1,0
1394,1,106764.24,1,0.0,1,0,0,0,0
1395,0,0.0,2,1.0,0,0,1,2,0
1396,1,0.0,2,0.0,1,0,0,1,0
1397,0,129750.68,1,1.0,0,1,0,3,0
1398,1,0.0,2,1.0,1,0,0,0,0
1399,0,124738.78,1,1.0,0,1,0,3,0
1400,0,113923.53,1,1.0,1,0,0,3,0
1401,0,161628.66,1,0.0,0,0,1,0,0
1402,1,92889.91,2,1.0,0,1,0,2,0
1403,0,0.0,2,1.0,1,0,0,1,0
1404,1,76554.06,1,1.0,0,0,1,0,0
1405,0,0.0,1,1.0,1,0,0,1,0
1406,1,0.0,1,0.0,1,0,0,1,0
1407,0,114212.6,1,0.0,1,0,0,1,0
1408,1,158633.61,1,0.0,1,0,0,4,0
1409,0,0.0,1,1.0,1,0,0,3,0
1410,1,0.0,2,1.0,0,0,1,0,0
1411,0,132876.23,2,1.0,0,0,1,4,0
1412,0,176227.07,2,1.0,1,0,0,0,0
1413,1,115341.19,1,1.0,1,0,0,1,0
1414,0,86810.33,1,0.0,1,0,0,1,0
1415,1,0.0,1,1.0,0,0,1,2,0
1416,0,104430.08,2,0.0,0,1,0,3,0
1417,0,121151.36,2,0.0,0,1,0,0,0
1418,1,0.0,2,1.0,1,0,0,2,0
1419,0,0.0,2,1.0,1,0,0,0,0
1420,0,172374.02,1,0.0,0,0,1,3,0
1421,1,0.0,3,1.0,1,0,0,0,0
1422,1,160566.11,2,0.0,1,0,0,1,0
1423,0,0.0,2,1.0,1,0,0,0,0
1424,1,113863.44,1,0.0,1,0,0,1,0
1425,0,0.0,2,1.0,1,0,0,0,0
1426,0,0.0,1,1.0,1,0,0,0,0
1427,0,126061.51,1,1.0,0,1,0,4,0
1428,0,131563.88,1,0.0,0,1,0,2,0
1429,1,0.0,1,0.0,1,0,0,2,0
1430,1,0.0,2,1.0,1,0,0,4,0
1431,0,0.0,2,1.0,1,0,0,2,0
1432,0,0.0,2,0.0,1,0,0,1,0
1433,1,0.0,2,1.0,1,0,0,1,0
1434,0,121355.99,1,0.0,0,0,1,3,0
1435,0,0.0,2,1.0,1,0,0,1,0
1436,0,0.0,2,0.0,1,0,0,1,0
1437,0,0.0,2,0.0,0,0,1,2,0
1438,0,111259.19,1,0.0,0,1,0,0,0
1439,0,123971.51,2,0.0,0,1,0,1,0
1440,0,0.0,1,0.0,1,0,0,4,0
1441,0,0.0,2,0.0,0,0,1,1,0
1442,1,0.0,2,0.0,0,0,1,1,0
1443,0,85891.55,1,1.0,0,0,1,3,0
1444,0,0.0,2,1.0,0,0,1,4,0
1445,1,125197.11,1,0.0,1,0,0,4,0
1446,0,100194.44,1,0.0,0,1,0,2,0
1447,0,99441.19,1,1.0,1,0,0,0,0
1448,0,151392.74,1,1.0,1,0,0,0,0
1449,1,135296.33,2,0.0,1,0,0,0,0
1450,1,0.0,2,1.0,1,0,0,0,0
1451,0,149961.99,1,1.0,1,0,0,4,0
1452,0,100262.88,2,1.0,1,0,0,0,0
1453,1,0.0,1,1.0,1,0,0,1,0
1454,0,0.0,2,1.0,1,0,0,2,0
1455,1,133845.34,2,0.0,0,1,0,2,0
1456,0,0.0,2,1.0,1,0,0,1,0
1457,0,0.0,2,1.0,1,0,0,1,0
1458,1,0.0,1,0.0,1,0,0,4,0
1459,0,144453.75,2,0.0,1,0,0,4,0
1460,0,122482.61,2,0.0,0,1,0,3,0
1461,1,0.0,2,1.0,1,0,0,1,0
1462,0,149371.33,1,1.0,1,0,0,3,0
1463,1,0.0,2,1.0,0,0,1,3,0
1464,0,0.0,2,0.0,0,0,1,2,0
1465,1,0.0,2,0.0,1,0,0,0,0
1466,0,0.0,2,1.0,1,0,0,0,0
1467,0,141074.07,1,1.0,0,1,0,4,0
1468,1,0.0,2,1.0,1,0,0,2,0
1469,1,0.0,2,0.0,1,0,0,0,0
1470,1,83495.11,1,1.0,0,1,0,1,0
1471,0,122453.27,2,1.0,0,1,0,0,0
1472,0,0.0,1,1.0,1,0,0,2,0
1473,1,101043.63,2,0.0,0,1,0,2,0
1474,0,0.0,2,0.0,0,0,1,1,0
1475,0,0.0,1,0.0,1,0,0,1,0
1476,0,121681.51,1,1.0,0,1,0,3,0
1477,0,0.0,2,1.0,1,0,0,2,0
1478,0,156371.61,2,1.0,0,0,1,3,0
1479,0,154570.56,1,1.0,0,0,1,2,0
1480,1,0.0,2,1.0,0,0,1,4,0
1481,0,0.0,2,1.0,1,0,0,1,0
1482,0,142537.18,1,1.0,0,0,1,2,0
1483,0,124577.33,1,1.0,1,0,0,1,0
1484,0,0.0,1,1.0,1,0,0,2,0
1485,0,81589.04,1,1.0,0,0,1,3,0
1486,0,0.0,2,1.0,0,0,1,0,0
1487,1,0.0,2,0.0,1,0,0,3,0
1488,0,0.0,1,0.0,0,0,1,2,0
1489,1,0.0,2,1.0,1,0,0,0,0
1490,0,0.0,2,1.0,1,0,0,2,0
1491,0,135962.4,1,0.0,0,1,0,2,0
1492,1,71359.04,1,0.0,1,0,0,1,0
1493,1,0.0,2,0.0,1,0,0,0,0
1494,0,0.0,2,1.0,1,0,0,0,0
1495,1,117899.95,2,1.0,0,1,0,1,0
1496,0,0.0,1,0.0,0,0,1,2,0
1497,1,0.0,1,1.0,1,0,0,1,0
1498,1,0.0,2,1.0,1,0,0,1,0
1499,1,0.0,2,1.0,1,0,0,4,0
1500,1,0.0,2,0.0,1,0,0,3,0
1501,0,98443.14,2,0.0,0,1,0,4,0
1502,0,0.0,2,0.0,0,0,1,1,0
1503,0,0.0,2,0.0,1,0,0,0,0
1504,1,91547.84,1,1.0,0,1,0,4,0
1505,1,0.0,2,1.0,1,0,0,3,0
1506,0,127642.44,1,1.0,1,0,0,1,0
1507,1,0.0,2,0.0,1,0,0,3,0
1508,0,0.0,2,1.0,0,0,1,4,0
1509,0,0.0,2,0.0,1,0,0,0,0
1510,1,0.0,2,0.0,1,0,0,0,0
1511,0,0.0,2,1.0,1,0,0,4,0
1512,0,131582.76,2,0.0,0,1,0,2,0
1513,0,0.0,2,1.0,0,0,1,2,0
1514,0,0.0,2,1.0,1,0,0,4,0
1515,0,137784.65,1,1.0,1,0,0,4,0
1516,0,86915.37,1,1.0,0,1,0,4,0
1517,0,167988.55,2,0.0,0,1,0,1,0
1518,1,0.0,1,1.0,1,0,0,3,0
1519,1,0.0,2,1.0,1,0,0,0,0
1520,1,96939.06,2,1.0,0,0,1,1,0
1521,0,148167.83,2,1.0,1,0,0,0,0
1522,1,0.0,2,1.0,0,0,1,1,0
1523,1,0.0,2,0.0,1,0,0,1,0
1524,0,0.0,2,1.0,1,0,0,3,0
1525,1,0.0,2,1.0,0,0,1,0,0
1526,1,0.0,2,0.0,0,0,1,2,0
1527,0,129055.13,2,0.0,0,1,0,3,0
1528,0,171646.76,2,1.0,0,1,0,2,0
1529,0,0.0,2,0.0,0,0,1,2,0
1530,1,0.0,1,0.0,0,0,1,2,0
1531,0,123674.28,1,0.0,1,0,0,0,0
1532,0,91718.9,1,0.0,1,0,0,2,0
1533,1,115988.86,1,0.0,1,0,0,4,0
1534,0,0.0,2,0.0,1,0,0,0,0
1535,0,73023.17,1,1.0,0,1,0,1,0
1536,1,123033.8,1,0.0,1,0,0,3,0
1537,1,0.0,2,1.0,0,0,1,0,0
1538,1,0.0,2,0.0,1,0,0,0,0
1539,0,0.0,2,1.0,1,0,0,2,0
1540,1,117300.78,1,0.0,1,0,0,0,0
1541,0,0.0,2,0.0,1,0,0,2,0
1542,0,0.0,2,1.0,1,0,0,1,0
1543,1,0.0,2,1.0,1,0,0,1,0
1544,0,0.0,2,1.0,1,0,0,2,0
1545,1,121250.04,1,1.0,0,0,1,3,0
1546,0,122028.65,2,1.0,0,1,0,0,0
1547,1,0.0,2,1.0,1,0,0,2,0
1548,0,0.0,2,1.0,1,0,0,2,0
1549,0,0.0,2,0.0,0,0,1,2,0
1550,1,0.0,2,1.0,1,0,0,4,0
1551,0,119096.55,1,1.0,1,0,0,4,0
1552,0,166034.45,2,1.0,0,0,1,3,0
1553,1,0.0,2,0.0,1,0,0,0,0
1554,1,0.0,2,0.0,1,0,0,2,0
1555,0,0.0,2,1.0,1,0,0,0,0
1556,0,121376.15,1,1.0,1,0,0,4,0
1557,0,0.0,1,0.0,0,0,1,2,0
1558,1,108755.0,2,1.0,1,0,0,3,0
1559,1,0.0,2,1.0,0,0,1,0,0
1560,0,0.0,2,0.0,1,0,0,1,0
1561,0,114491.82,1,0.0,0,1,0,2,0
1562,0,0.0,2,0.0,1,0,0,0,0
1563,0,106489.82,1,0.0,1,0,0,2,0
1564,1,95386.82,2,1.0,0,0,1,3,0
1565,0,0.0,2,1.0,1,0,0,1,0
1566,0,0.0,2,0.0,1,0,0,2,0
1567,0,0.0,2,0.0,1,0,0,2,0
1568,0,0.0,2,0.0,1,0,0,4,0
1569,0,0.0,2,0.0,1,0,0,3,0
1570,1,128284.11,1,1.0,0,0,1,1,0
1571,1,0.0,2,1.0,1,0,0,4,0
1572,0,95448.32,2,0.0,0,1,0,1,0
1573,1,0.0,2,0.0,0,0,1,2,0
1574,0,160982.99,1,1.0,0,0,1,2,0
1575,0,0.0,2,0.0,1,0,0,1,0
1576,1,0.0,2,1.0,1,0,0,4,0
1577,0,123563.13,1,1.0,1,0,0,1,0
1578,0,0.0,2,0.0,1,0,0,2,0
1579,1,0.0,2,1.0,1,0,0,1,0
1580,0,183768.47,2,1.0,1,0,0,1,0
1581,0,133968.96,2,0.0,1,0,0,2,0
1582,1,93301.97,1,1.0,1,0,0,0,0
1583,0,0.0,1,1.0,1,0,0,2,0
1584,1,0.0,2,1.0,1,0,0,1,0
1585,0,0.0,2,1.0,1,0,0,1,0
1586,1,139872.81,1,1.0,0,1,0,3,0
1587,1,113801.27,1,0.0,0,1,0,0,0
1588,1,0.0,2,0.0,0,0,1,3,0
1589,0,0.0,2,1.0,0,0,1,1,0
1590,1,96679.71,1,1.0,1,0,0,1,0
1591,1,97001.36,2,0.0,0,1,0,3,0
1592,0,0.0,2,0.0,0,0,1,2,0
1593,0,117704.73,1,0.0,1,0,0,1,0
1594,0,145056.59,2,1.0,1,0,0,0,0
1595,0,0.0,2,1.0,1,0,0,1,0
1596,1,0.0,1,1.0,0,0,1,2,0
1597,0,140197.71,1,1.0,0,1,0,1,0
1598,0,0.0,1,1.0,0,0,1,1,0
1599,1,0.0,2,1.0,1,0,0,0,0
1600,0,138076.39,1,1.0,0,1,0,4,0
1601,0,156526.01,1,0.0,1,0,0,0,0
1602,1,0.0,2,1.0,1,0,0,1,0
1603,0,0.0,2,0.0,1,0,0,3,0
1604,0,130565.02,1,1.0,0,1,0,2,0
1605,1,123699.28,2,1.0,1,0,0,0,0
1606,0,0.0,2,1.0,1,0,0,2,0
1607,0,149542.52,1,0.0,1,0,0,0,0
1608,1,0.0,2,1.0,0,0,1,2,0
1609,0,0.0,1,1.0,0,0,1,4,0
1610,0,0.0,2,0.0,1,0,0,0,0
1611,1,0.0,2,0.0,1,0,0,3,0
1612,1,113957.01,2,0.0,0,1,0,4,0
1613,0,0.0,1,0.0,0,0,1,0,0
1614,0,0.0,2,1.0,1,0,0,2,0
1615,1,159863.9,2,0.0,0,1,0,3,0
1616,0,170214.64,1,0.0,0,0,1,1,0
1617,0,94598.48,2,1.0,1,0,0,4,0
1618,0,0.0,2,1.0,1,0,0,1,0
1619,0,0.0,1,1.0,1,0,0,3,0
1620,1,0.0,2,1.0,1,0,0,1,0
1621,0,0.0,1,0.0,1,0,0,4,0
1622,0,121818.84,2,0.0,1,0,0,4,0
1623,1,164557.95,1,1.0,1,0,0,1,0
1624,1,0.0,2,1.0,0,0,1,1,0
1625,0,0.0,2,1.0,1,0,0,0,0
1626,1,0.0,2,1.0,1,0,0,1,0
1627,0,0.0,1,1.0,1,0,0,0,0
1628,0,142316.14,1,0.0,0,1,0,2,0
1629,1,99883.16,1,1.0,0,0,1,4,0
1630,0,65349.71,1,0.0,0,1,0,0,0
1631,0,132436.94,1,1.0,0,0,1,2,0
1632,0,0.0,2,1.0,1,0,0,4,0
1633,1,0.0,2,0.0,1,0,0,0,0
1634,1,109341.87,1,1.0,0,1,0,1,0
1635,0,0.0,1,0.0,1,0,0,3,0
1636,0,169377.31,2,0.0,0,1,0,4,0
1637,0,124532.78,2,0.0,1,0,0,0,0
1638,0,0.0,1,1.0,1,0,0,0,0
1639,1,0.0,2,0.0,1,0,0,2,0
1640,0,141136.57,1,1.0,1,0,0,1,0
1641,0,0.0,2,1.0,1,0,0,1,0
1642,1,167385.81,1,1.0,1,0,0,0,0
1643,0,0.0,2,0.0,0,0,1,2,0
1644,0,144094.2,1,1.0,1,0,0,1,0
1645,0,99705.67,1,1.0,0,0,1,1,0
1646,0,110123.59,1,1.0,0,0,1,1,0
1647,0,61811.23,2,1.0,0,1,0,3,0
1648,0,0.0,2,1.0,0,0,1,0,0
1649,0,160962.82,2,0.0,0,0,1,3,0
1650,1,0.0,1,1.0,1,0,0,1,0
1651,1,0.0,2,1.0,0,0,1,1,0
1652,1,82498.14,2,0.0,0,1,0,1,0
1653,0,160541.0,2,1.0,0,0,1,4,0
1654,0,0.0,1,0.0,1,0,0,2,0
1655,0,0.0,1,0.0,0,0,1,1,0
1656,0,0.0,2,1.0,1,0,0,1,0
1657,1,106570.34,2,1.0,0,1,0,3,0
1658,1,128412.61,1,1.0,0,1,0,0,0
1659,0,76656.4,1,1.0,1,0,0,0,0
1660,0,0.0,2,0.0,0,0,1,2,0
1661,1,0.0,1,0.0,1,0,0,0,0
1662,1,85858.37,2,1.0,0,0,1,0,0
1663,0,0.0,2,0.0,1,0,0,0,0
1664,1,0.0,1,0.0,0,0,1,1,0
1665,0,0.0,2,0.0,1,0,0,3,0
1666,1,0.0,2,0.0,1,0,0,0,0
1667,1,0.0,2,1.0,0,0,1,1,0
1668,1,148298.59,1,0.0,1,0,0,2,0
1669,0,0.0,2,1.0,1,0,0,2,0
1670,1,130385.82,1,0.0,1,0,0,3,0
1671,0,0.0,1,1.0,1,0,0,0,0
1672,0,145843.82,2,1.0,0,0,1,3,0
1673,0,102284.69,1,0.0,1,0,0,2,0
1674,1,98400.27,1,0.0,1,0,0,1,0
1675,0,165798.1,1,1.0,0,1,0,3,0
1676,1,0.0,2,0.0,1,0,0,0,0
1677,0,0.0,2,0.0,1,0,0,0,0
1678,1,70784.27,1,0.0,0,0,1,0,0
1679,0,0.0,2,0.0,1,0,0,0,0
1680,0,98738.94,2,0.0,1,0,0,0,0
